Estacion;Porc_datos;pct_nulos;Celda_XY;Conteo_celda;Nombre_Est;Depto;Mpio;AH; Z_SZH;x;y
23190400;96;4;(6 - 11);27;GALVICIA LA ;Santander; Floridablanca ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4993683,964;2345240,598
23190410;4;96;(6 - 11);27;BRASIL EL ;Santander; Tona ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4998160,48;2348064,205
23190420;44;56;(7 - 10);18;NORMA LA ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4937513,653;2394148,204
23190430;5;96;(6 - 11);27;PIEDECUESTA ;Santander; Piedecuesta ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4994479,462;2329647,362
23190440;91;10;(7 - 11);18;NARANJO EL ;Santander; Lebrija ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4966923,125;2354152,695
23190460;81;20;(7 - 10);18;PAPAYAL ;Santander; Rionegro; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4928454,738;2399563,682
23190470;13;87;(7 - 10);18;PALMERAS HACIENDA ;Santander; Rionegro; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4941187,173;2392301,73
23190500;88;12;(8 - 11);5;SAN ALBERTO ;Cesar; San Alberto ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4957198,117;2415460,808
23190510;88;13;(7 - 11);18;CAOBO EL ;Norte de Santander; La Esperanza ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4963889,356;2397313,526
23190520;83;18;(8 - 11);5;DORADA LA ;Cesar; San MartÌn; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4951561,375;2441528,234
23190530;40;60;(7 - 11);18;COOPERATIVA LA ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4950365,548;2381240,565
23190540;83;18;(8 - 11);5;VEGA LA ;Norte de Santander; C·chira ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4980094,299;2403412,549
23190550;2;98;(8 - 10);4;SAMARKANDA ;Santander; Rionegro; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4941207,647;2408878,23
23190560;85;16;(7 - 10);18;SAN RAFAEL ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4938280,548;2395006,736
23190570;11;90;(7 - 11);18;TAMBOR EL HACIENDA ;Santander; Rionegro; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4972416,211;2364647,323
23190580;75;25;(9 - 10);4;SAN DANIEL HACIENDA ;Cesar; rÌo De Oro ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4931852,19;2451852,847
23190590;83;18;(6 - 11);27;FLORESTA LA ;Santander; Bucaramanga ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4986324,456;2341466,52
23190600;98;2;(6 - 11);27;PANTANO EL ;Santander; GirÛn ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4974575,558;2331218,742
23190690;0;100;(6 - 12);2;MARIANA LA HACIENDA ;Santander; Tona ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;5000000,234;741
23190700;98;3;(6 - 11);27;PIEDECUESTA GRANJA ;Santander; Piedecuesta ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4992516,762;2330752,63
23190710;72;28;(8 - 10);4;BARRANCA LEBRIJA ;Cesar; Aguachica ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4920199,3;2443371,511
23190800;10;91;(6 - 11);27;HIMAT R11;Santander; Bucaramanga ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4985282,763;2344382,862
23190830;47;53;(6 - 11);27;BUCARAMANGA IDEAM ;Santander; Bucaramanga ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4986938,785;2345671,614
23195030;9;91;(6 - 11);27;AEROPUERTO GOMEZ NINO ;Santander; Bucaramanga ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4985283,295;2346224,581
23195040;62;38;(6 - 11);27;UNIVERSIDAD INDUSTRIAL SANTANDER ;Santander; Bucaramanga ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4986510,22;2347482,75
23195050;3;97;(6 - 11);27;VIVERO CHIMITA ;Santander; Bucaramanga ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4983443,104;2344383,426
23195060;12;89;(6 - 12);2;MARIANA LA ;Santander; Tona ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;5000000,234;741
23195070;0;100;(7 - 10);18;MAGARA ;Santander; Rionegro; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4935680,709;2397834,323
23195080;13;88;(7 - 11);18;URBINA LA ;Santander; Lebrija ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4961392,668;2377547,34
23195110;90;11;(6 - 11);27;Llano Grande Aut;Santander; GirÛn ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4981538,506;2334316,19
23195120;2;99;(7 - 11);18;SABANA DE TORRES ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4955875,595;2375709,912
23195140;25;76;(8 - 10);4;LLANA LA ;Cesar; San Alberto ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4941212,252;2412561,912
23195170;33;68;(7 - 11);18;PROVINCIA ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4952014,911;2375989,804
23195190;1;99;(6 - 11);27;SAN ANTONIO SANTANDER ;Santander; Floridablanca ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4992693,24;2342487,367
23195502;88;13;(6 - 11);27;AEROPUERTO PALONEGRO ;Santander; Lebrija ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4979632,152;2344915,834
23197190;4;97;(6 - 11);27;PIEDECUESTA ;Santander; Piedecuesta ; Magdalena Cauca ; rÌo Lebrija y otros directos al Magdalena ;4996319,642;2329647,199
23200010;89;11;(8 - 9);5;SIMITI ;BolÌvar; SimitÌ; Magdalena Cauca ; Directos al Magdalena (Brazo Morales) ;4895276,705;2437724,242
23200020;9;91;(8 - 9);5;Los Canelos;BolÌvar; Santa Rosa Del Sur ; Magdalena Cauca ; Directos al Magdalena (Brazo Morales) ;4871435,709;2427438,43
23200060;78;22;(8 - 9);5;SANTO DOMINGO ;BolÌvar; San Pablo; Magdalena Cauca ; Directos al Magdalena (Brazo Morales) ;4896153,891;2405701,735
23200070;29;72;(7 - 9);5;TIERRABUENA FINCA ;BolÌvar; San Pablo; Magdalena Cauca ; Directos al Magdalena (Brazo Morales) ;4869491,876;2388758,585
23205020;84;16;(7 - 9);5;COL COOPERATIVO ;BolÌvar; San Pablo; Magdalena Cauca ; Directos al Magdalena (Brazo Morales) ;4897914,848;2384085,179
23205030;87;14;(8 - 9);5;SANTA ROSA D SIMITI ;BolÌvar; Santa Rosa Del Sur ; Magdalena Cauca ; Directos al Magdalena (Brazo Morales) ;4883311,116;2438305,937
23205040;33;68;(9 - 10);4;MORALES La Cruz;BolÌvar; Morales; Magdalena Cauca ; Directos al Magdalena (Brazo Morales) ;4904595,817;2473408,101
23205050;71;30;(8 - 9);5;CANELOS Aut;BolÌvar; Santa Rosa Del Sur ; Magdalena Cauca ; Directos al Magdalena (Brazo Morales) ;4863252,337;2429534,455
23210010;100;0;(9 - 10);4;PUERTO MOSQUITO ;Cesar; Gamarra ; Magdalena Cauca ; Quebrada El Carmen y Otros Directos al Magdalena ;4916837,919;2462515,506
23210160;79;21;(9 - 10);4;GAMARRA ;Cesar; Gamarra ; Magdalena Cauca ; Quebrada El Carmen y Otros Directos al Magdalena ;4918793,863;2478168,583
24010150;93;7;(3 - 10);3;SIMIJACA ;Cundinamarca; Simijaca ; Magdalena Cauca ; rÌo Su·rez ;4904368,462;2167058,68
24010210;99;2;(4 - 10);8;JESUS MARIA ;Santander; Jes˙s MarÌa ; Magdalena Cauca ; rÌo Su·rez ;4913505,614;2207052,715
24010220;10;90;(5 - 11);13;CHIMA ;Santander; Chima; Magdalena Cauca ; rÌo Su·rez ;4959279,931;2260230,226
24010610;71;29;(2 - 9);6;CARMEN DE CARUPA ;Cundinamarca; Carmen De Carupa ; Magdalena Cauca ; rÌo Su·rez ;4899826,602;2149380,803
24010640;87;13;(4 - 10);8;BOLIVAR ;Santander; Bolivar; Magdalena Cauca ; rÌo Su·rez ;4914721,759;2219513,845
24010660;91;10;(5 - 11);13;SIMACOTA ;Santander; Simacota ; Magdalena Cauca ; rÌo Su·rez ;4963094,245;2270019,298
24010670;88;12;(4 - 10);8;SUCRE ;Santander; Sucre; Magdalena Cauca ; rÌo Su·rez ;4911883,762;2212181,356
24010740;38;63;(5 - 11);13;RODEO EL HACIENDA ;Santander; Chima; Magdalena Cauca ; rÌo Su·rez ;4959465,101;2261519,281
24010750;82;18;(4 - 10);8;MIRAVALLES ;Boyac·; Moniquir· ; Magdalena Cauca ; rÌo Su·rez ;4932600,544;2212830,449
24010780;11;90;(5 - 11);13;SOCORRO ;Santander; Socorro ; Magdalena Cauca ; rÌo Su·rez ;4970523,988;2268879,224
24010820;76;25;(4 - 10);8;GUAVATA ;Santander; Guavat· ; Magdalena Cauca ; rÌo Su·rez ;4922278,464;2216771,753
24011010;3;98;(3 - 10);3;SIMIJACA ;Cundinamarca; Simijaca ; Magdalena Cauca ; rÌo Su·rez ;4905901,622;2178699,775
24011070;70;30;(5 - 10);5;SANTUARIO EL ;Santander; El Guacamayo ; Magdalena Cauca ; rÌo Su·rez ;4948344,209;2256770,485
24015250;90;11;(4 - 11);1;LAJA LA ;Santander; Guadalupe; Magdalena Cauca ; rÌo Su·rez ;4954067,397;2247213,344
24015260;89;11;(5 - 11);13;CHIMA ;Santander; Chima; Magdalena Cauca ; rÌo Su·rez ;4959279,931;2260230,226
24015270;95;6;(4 - 10);8;VELEZ GRANJA ;Santander; VÈlez ; Magdalena Cauca ; rÌo Su·rez ;4925571,797;2220727,429
24015360;90;11;(3 - 10);3;SABOYA LA GRANJA ;Boyac·; Saboy· ; Magdalena Cauca ; rÌo Su·rez ;4915987,78;2187477,308
24015370;6;94;(5 - 11);13;HACIENDA MAJAVITA UL ;Santander; Socorro ; Magdalena Cauca ; rÌo Su·rez ;4972524,917;2273129,431
24015380;17;83;(2 - 10);1;CARMEN DE CARUPA Aut;Cundinamarca; Carmen De Carupa ; Magdalena Cauca ; rÌo Su·rez ;4900505,906;2148931,63
24020150;61;40;(5 - 11);13;MAMONAL EL HACIENDA ;Santander; San Gil ; Magdalena Cauca ; rÌo Fonce ;4988268,222;2284711,125
24025020;95;6;(5 - 11);13;CUCHARO EL ;Santander; Pinchote ; Magdalena Cauca ; rÌo Fonce ;4977989,427;2279803,109
24040050;93;8;(5 - 11);13;SANTA ISABEL ;Santander; Barichara ; Magdalena Cauca ; rÌo Su·rez ;4977595,385;2292203,947
24040060;81;20;(5 - 11);13;REMOLINO ;Santander; Cabrera; Magdalena Cauca ; rÌo Su·rez ;4969490,486;2287971,961
24050060;100;1;(6 - 11);27;SAN VICENTE ;Santander; San Vicente De ChucurÌ ; Magdalena Cauca ; rÌo Sogamoso ;4954628,641;2317449,93
24050070;90;10;(6 - 10);5;PUTANA LA ;Santander; San Vicente De ChucurÌ ; Magdalena Cauca ; rÌo Sogamoso ;4942542,4;2345573,406
24050080;20;80;(5 - 11);13;PALMAR EL ;Santander; Palmar ; Magdalena Cauca ; rÌo Su·rez ;4968688,932;2281772,36
24050100;91;9;(5 - 11);13;FUENTE LA ;Santander; Zapatoca ; Magdalena Cauca ; rÌo Su·rez ;4969079,377;2299148,246
24050110;91;10;(6 - 10);5;ALBANIA ;Santander; San Vicente De ChucurÌ ; Magdalena Cauca ; rÌo Sogamoso ;4930183,961;2321804,807
24055030;89;12;(6 - 11);27;ZAPATOCA ;Santander; Zapatoca ; Magdalena Cauca ; rÌo Sogamoso ;4968768,776;2308599,457
24055040;70;31;(5 - 11);13;PALMAR EL ;Santander; Palmar ; Magdalena Cauca ; rÌo Su·rez ;4967731,155;2281741,89
24060010;0;100;(6 - 11);27;PARROQUIA LA ;Santander; GirÛn ; Magdalena Cauca ; rÌo Sogamoso ;4963816,819;2339942,686
24060040;87;13;(7 - 10);18;AGUASCLARAS ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Sogamoso ;4939524,692;2360716,536
24060050;92;8;(6 - 11);27;MESA LA ;Santander; Los Santos ; Magdalena Cauca ; rÌo Sogamoso ;4989751,533;2304877,249
24060060;61;40;(6 - 11);27;PUENTE LA PAZ ;Santander; GirÛn ; Magdalena Cauca ; rÌo Sogamoso ;4953700,856;2343511,551
24060070;79;22;(6 - 11);27;PARROQUIA LA ;Santander; GirÛn ; Magdalena Cauca ; rÌo Sogamoso ;4963816,819;2339942,686
24060080;70;30;(7 - 10);18;PAYOA 5 ;Santander; Sabana De Torres ; Magdalena Cauca ; rÌo Sogamoso ;4945839,783;2361384,621
24065010;83;17;(7 - 10);18;BRISAS LAS HACIENDA ;Santander; Puerto Wilches ; Magdalena Cauca ; rÌo Sogamoso ;4912822,41;2358760,57
24065020;10;90;(6 - 11);27;ESPERANZA LA HACIENDA ;Santander; GirÛn ; Magdalena Cauca ; rÌo Sogamoso ;4966882,527;2338866,271
24065030;26;74;(6 - 11);27;TRIGUEROS HACIENDA ;Santander; GirÛn ; Magdalena Cauca ; rÌo Sogamoso ;4960474,457;2339975,846
25010010;60;41;(8 - 6);10;PUERTO LIBERTADOR ;CÛrdoba; Puerto Libertador ; Magdalena Cauca ; Cauca Alto San Jorge;4704601,592;2430817,356
25010060;79;21;(8 - 6);10;URE ;CÛrdoba; San Jose De Ure ; Magdalena Cauca ; Cauca Alto San Jorge;4723436,878;2428583,167
25010080;86;14;(8 - 6);10;Pica Pica Aut;CÛrdoba; MontelÌbano ; Magdalena Cauca ; Cauca Alto San Jorge;4704701,789;2446274,19
25010090;4;96;(8 - 6);10;MONTELIBANO ;CÛrdoba; MontelÌbano ; Magdalena Cauca ; Cauca Alto San Jorge;4726387,572;2446506,135
25010100;87;13;(9 - 5);10;SAN FRANCISCO ;CÛrdoba; MontelÌbano ; Caribe ; Medio Sin˙ ;4695954,748;2457303,554
25010110;68;32;(8 - 6);10;ACACIAS LAS HACIENDA ;CÛrdoba; Puerto Libertador ; Magdalena Cauca ; Cauca Alto San Jorge;4708298,898;2443607,904
25015010;82;18;(9 - 6);6;CENTRO ALEGRE ;CÛrdoba; Planeta Rica ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4710071,836;2462919,64
25020030;98;3;(10 - 8);14;GUACAMAYO ;BolÌvar; AchÌ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4833711,3;2522691,369
25020140;99;2;(10 - 6);13;SAHAGUN Aut;CÛrdoba; Sahag˙n ; Caribe ; Bajo Sin˙ ;4730702,997;2547873,801
25020160;8;92;(10 - 7);9;SAN MARCOS ;Sucre; San Marcos ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4765327,275;2512638,623
25020310;1;100;(9 - 7);4;NECHI ;Antioquia; NechÌ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4798065,203;2453499,61
25020330;87;13;(9 - 8);16;CAIMITAL ;BolÌvar; San Jacinto Del Cauca ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4827285,323;2482826,726
25020340;0;100;(10 - 8);14;MAJAGUAL ;Sucre; Majagual ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4818463,988;2501319,477
25020350;97;3;(9 - 8);16;GUARANDA ;BolÌvar; AchÌ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4830368,22;2496786,83
25020370;83;17;(8 - 7);11;MONEDA LA HACIENDA ;Antioquia; Caucasia ; Magdalena Cauca ; Directos al Cauca entre Pto Valdivia y rÌo NechÌ ;4786033,851;2446552,62
25020380;10;90;(10 - 8);14;PINILLOS ;BolÌvar; Pinillos ; Magdalena Cauca ; Directos Bajo Magdalena entre El Banco y El Plato ;4839778,595;2543026,746
25020410;95;6;(9 - 8);16;CANDELARIA LA ;BolÌvar; San Jacinto Del Cauca ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4809644,717;2466654,517
25020420;65;36;(9 - 8);16;VARAS LAS ;BolÌvar; San Jacinto Del Cauca ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4828304,876;2485432,897
25020440;13;87;(9 - 8);16;SAN PEDRO Aut;Sucre; San Pedro; Magdalena Cauca ; Cauca San Jorge La Mojana;4842212,732;2475430,909
25020480;95;6;(9 - 7);4;PAJAROS LOS ;CÛrdoba; Ayapel ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4794394,1;2480113,966
25020490;6;95;(10 - 7);9;SAN BENITO A VILLA ;Sucre; San Benito Abad ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4776511,954;2545752,84
25020500;97;3;(10 - 8);14;VILLA CECILIA HACIENDA ;Sucre; Sucre; Magdalena Cauca ; Cauca San Jorge La Mojana ;4809863,243;2532621,506
25020510;35;66;(9 - 8);16;ALPES LOS ;BolÌvar; San Jacinto Del Cauca ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4829417,403;2488376,496
25020520;89;12;(9 - 6);6;Buenavista Aut;CÛrdoba; Buenavista; Magdalena Cauca ; Cauca San Jorge La Mojana ;4728260,417;2467388,44
25020530;94;6;(8 - 7);11;LA ILUSION ;Antioquia; Caucasia ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4769768,336;2445397,841
25020540;78;23;(8 - 8);7;PATIO BONITO ;Antioquia; NechÌ; Magdalena Cauca ; Bajo NechÌ(md) ;4812050,58;2445822,57
25020570;29;71;(10 - 7);9;PALITO ;Sucre; San Benito Abad ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4776522,124;2547595,74
25020600;65;35;(9 - 6);6;Sajonia Hda Aut;CÛrdoba; Pueblo Nuevo ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4713701,41;2497072,71
25020700;91;10;(8 - 6);10;APARTADA LA ;CÛrdoba; La Apartada ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4742354,295;2448593,471
25020710;91;10;(9 - 6);6;CINTURA ;CÛrdoba; Pueblo Nuevo ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4749719,291;2489134,583
25020720;87;13;(10 - 6);13;JOBO EL TABLON ;CÛrdoba; Sahag˙n ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4737784,221;2513231,82
25020740;84;17;(10 - 7);9;EUREKA HACIENDA ;Sucre; San Marcos ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4778377,725;2512106,929
25020760;90;11;(11 - 7);1;SANTIAGO APOSTOL ;Sucre; San Benito Abad ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4786754,882;2553590,849
25020780;85;16;(9 - 7);4;CECILIA ;CÛrdoba; Ayapel ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4776140,35;2493565,852
25020790;87;13;(10 - 8);14;PALMARITO ;Sucre; Majagual ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4811097,121;2521866,769
25020800;82;19;(10 - 8);14;BUENAVISTA ;BolÌvar; AchÌ; Magdalena Cauca ; Directos Bajo Cauca Cga La Raya entre rÌo NechÌ;4831717,756;2505656,187
25020810;92;9;(9 - 8);16;ASTILLEROS ;BolÌvar; San Jacinto Del Cauca ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4823227,37;2474545,49
25020820;88;13;(10 - 8);14;ZAPATA ;Sucre; Majagual ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4813025,879;2509020,806
25020850;30;71;(9 - 8);16;REGENCIA ;BolÌvar; Montecristo ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4818279,368;2457098,142
25020940;90;11;(9 - 8);16;VILLANUEVA ;Sucre; Guaranda ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4808949,775;2479187,637
25020950;87;13;(11 - 8);2;SAN ANTONIO ALERTA ;BolÌvar; MaganguÈ ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4805521,897;2557396,236
25020970;86;14;(9 - 9);3;ARENAL ;BolÌvar; Arenal ; Magdalena Cauca ; Directos al Magdalena (Brazo Morales) ;4896446,711;2492891,183
25020980;91;10;(10 - 7);9;CAIMITO ;Sucre; Caimito ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4766403,374;2530050,189
25021110;30;70;(9 - 9);3;DIAMANTE EL ;BolÌvar; Arenal ; Magdalena Cauca ; Directos al Magdalena (Brazo Morales) ;4880767,522;2482677,265
25021120;22;79;(9 - 9);3;SERRANIA SAN LUCAS ;BolÌvar; Montecristo ; Magdalena Cauca ; Directos al Magdalena (Brazo Morales) ;4851388,99;2475398,731
25021210;90;11;(10 - 6);13;TREMENTINO ;CÛrdoba; Sahag˙n ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4728407,552;2533509,405
25021280;76;24;(10 - 8);14;COYONGAL ;BolÌvar; Pinillos ; Magdalena Cauca ; Directos Bajo Magdalena entre El Banco y El Plato ;4834064,249;2549529,206
25021320;83;17;(10 - 9);3;EL SUDAN ;BolÌvar; Tiquisio (Puerto Rico) ; Magdalena Cauca ; Cauca San Jorge Directos Bajo Cauca Cga La Raya RÌo NechÌ;4866918,96;2512930,447
25021360;90;10;(10 - 8);14;CAMPO ALEGRE ;Sucre; Sucre; Magdalena Cauca ; Cauca San Jorge La Mojana ;4811843,104;2544620,637
25021370;85;15;(10 - 8);14;SAN LUIS ;Sucre; Sucre; Magdalena Cauca ; Cauca San Jorge La Mojana ;4812248,677;2539858,458
25021390;66;35;(8 - 7);11;CAUCASIA ;Antioquia; Caucasia ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4757601,154;2442641,435
25021470;66;34;(10 - 7);9;Hda El Torno;Sucre; San Marcos ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4770092,31;2506315,65
25021480;82;19;(8 - 8);7;ESPERANZA LA RADIO ;Antioquia; NechÌ; Magdalena Cauca ; Directos al Bajo NechÌ(mi) ;4802805,794;2445739,142
25021530;1;99;(9 - 8);16;TALADRO EL ;BolÌvar; San Jacinto Del Cauca ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4809162,542;2471877,468
25021550;8;92;(9 - 6);6;PLANETA RICA ;CÛrdoba; Planeta Rica ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4717472,27;2488965,431
25021560;87;13;(10 - 8);14;ISLA DEL COCO ;Sucre; Sucre; Magdalena Cauca ; Cauca San Jorge La Mojana ;4802302,985;2542239,657
25021570;5;95;(10 - 7);9;FLORIDA LA ;Sucre; Majagual ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4761669,322;2514502,411
25021660;54;47;(10 - 7);9;MIRASOL ;Sucre; San Marcos ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4751671,322;2509122,801
25025030;90;10;(9 - 7);4;Ayapel Aut;CÛrdoba; Ayapel ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4761683,67;2475250,162
25025040;32;68;(10 - 7);9;AEROPUERTO LA FLORIDA ;Sucre; San Marcos ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4759866,956;2520042,298
25025130;2;99;(9 - 8);16;VICTORIA LA ;BolÌvar; AchÌ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4809194,74;2479247,984
25025140;32;68;(9 - 8);16;NECHI ;Antioquia; NechÌ; Magdalena Cauca ; Bajo NechÌ(md) ;4805410,579;2453467,84
25025160;86;15;(8 - 6);10;CUBA HACIENDA ;CÛrdoba; MontelÌbano ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4735249,201;2443196,585
25025170;86;15;(10 - 6);13;COLOMBOY ;CÛrdoba; Sahag˙n ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4725176,908;2524776,749
25025190;78;23;(9 - 6);6;Planeta Rica Aut ;CÛrdoba; Planeta Rica ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4715580,749;2487060,42
25025200;2;99;(9 - 8);16;TALADRO EL ;BolÌvar; San Jacinto Del Cauca ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4809162,542;2471877,468
25025210;85;16;(10 - 8);14;PINILLOS ;BolÌvar; Pinillos ; Magdalena Cauca ; Directos Bajo Magdalena entre El Banco y El Plato ;4839778,595;2543026,746
25025220;45;56;(10 - 9);3;NOROSI ;BolÌvar; rÌoviejo ; Magdalena Cauca ; Directos al Magdalena (Brazo Morales) ;4884486,229;2501088,6
25025230;51;50;(9 - 8);16;MONTECRISANTO ;BolÌvar; Montecristo ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4836707,359;2475451,141
25025240;78;23;(10 - 8);14;MAJAGUAL ;Sucre; Majagual ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4820962,832;2502343,788
25027110;0;100;(10 - 8);14;SUCRE ;Sucre; Sucre; Magdalena Cauca ; Cauca San Jorge La Mojana ;4810654,237;2531911,484
25027530;84;16;(11 - 8);2;BARBOSA ;BolÌvar; MaganguÈ ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4820167,14;2555393,3
25027630;88;13;(10 - 9);3;RIO NUEVO ;BolÌvar; Barranco De Loba ; Magdalena Cauca ; Directos Bajo Magdalena entre El Banco y El Plato ;4862092,346;2531706,795
25027910;81;20;(9 - 8);16;LA RAYA ;BolÌvar; San Jacinto Del Cauca ; Magdalena Cauca ; Cauca San Jorge La Mojana ;4828150,4;2480409,6
26100300;97;4;(1 - 5);14;OBANDO ;Valle del Cauca; Obando ; Magdalena Cauca ; Rios Las CaÒas Los Micos y Obando ;4671013,343;2065718,496
26100830;77;23;(1 - 5);14;PALMASOLA ;Valle del Cauca; Cartago ; Magdalena Cauca ; Rios Las CaÒas Los Micos y Obando ;4671522,143;2076759,57
26110070;59;42;(1 - 5);14;SAN ANTONIO ;Valle del Cauca; Toro ; Magdalena Cauca ; Rios Pescador RUT Chanco Catarina y CaÒaveral;4659831,246;2068870,5
26110120;94;7;(2 - 5);17;VILLA NUEVA ;Valle del Cauca; El Ì¬Åguila ; Magdalena Cauca ; Rios Pescador RUT Chanco Catarina y CaÒaveral;4663129,433;2108072,129
26110150;92;9;(1 - 5);14;La Inmaculada;Valle del Cauca; Ansermanuevo ; Magdalena Cauca ; Rios Pescador RUT Chanco Catarina y CaÒaveral;4668425,381;2088011,902
26110160;94;7;(1 - 5);14;SAN FRANCISCO ;Valle del Cauca; Toro ; Magdalena Cauca ; Rios Pescador RUT Chanco Catarina y CaÒaveral;4663299,404;2076400,845
26110300;79;22;(1 - 5);14;CEROS ;Valle del Cauca; Toro ; Magdalena Cauca ; Rios Pescador RUT Chanco Catarina y CaÒaveral;4663408,694;2068823,968
26115090;83;18;(1 - 5);14;Las Brisas Aut;Valle del Cauca; Ansermanuevo ; Pacifico ; rÌo SipÌ ;4651292,867;2086493,195
26120150;94;7;(1 - 5);14;ALCALA ;Valle del Cauca; Alcal· ; Magdalena Cauca ; rÌo La Vieja ;4690981,88;2075357,85
26120160;82;18;(1 - 6);24;SALENTO ;QuindÌo; Salento ; Magdalena Cauca ; rÌo La Vieja ;4715064,423;2070820,31
26130020;96;5;(1 - 6);24;TERMALES ;Risaralda; Santa Rosa De Cabal ; Magdalena Cauca ; rÌo Ot˙n y otros directos al Cauca ;4716382,416;2093808,948
